# Jump,tDelta_t [JHD],Delta_t [s],Gregorian Date,JHD Date
1,-1.1458338121883571e-05,-0.9900004137307405,2023-02-22 00:32:02,59997.022256828706
2,1.1689815437421203e-05,1.010000053793192,2023-02-22 00:32:02,59997.022256828706
3,-3.460648440523073e-05,-2.990000252611935,2023-02-22 00:34:16,59997.02380775463
4,3.483796172076836e-05,3.0099998926743865,2023-02-22 00:34:14,59997.023784606485
5,-3.4606477129273117e-05,-2.9899996239691973,2023-02-22 00:55:05,59997.038263773145
6,3.483796172076836e-05,3.0099998926743865,2023-02-22 00:55:03,59997.038240625
7,-1.1458338121883571e-05,-0.9900004137307405,2023-02-22 00:59:57,59997.04164340278
8,1.1689815437421203e-05,1.010000053793192,2023-02-22 00:59:57,59997.04164340278
9,-1.1458330845925957e-05,-0.9899997850880027,2023-02-22 01:09:48,59997.048483680555
10,1.1689815437421203e-05,1.010000053793192,2023-02-22 01:09:48,59997.048483680555
11,-3.4606477129273117e-05,-2.9899996239691973,2023-02-22 01:25:15,59997.05921284722
12,3.483796172076836e-05,3.0099998926743865,2023-02-22 01:25:13,59997.05918969907
13,-1.1458338121883571e-05,-0.9900004137307405,2023-02-22 01:30:07,59997.062592476854
14,1.1689815437421203e-05,1.010000053793192,2023-02-22 01:30:07,59997.062592476854
15,-3.460648440523073e-05,-2.990000252611935,2023-02-22 01:35:51,59997.066573958335
16,3.483796172076836e-05,3.0099998926743865,2023-02-22 01:35:49,59997.06655081019
17,-1.1458330845925957e-05,-0.9899997850880027,2023-02-22 01:40:43,59997.06995358796
18,1.1689815437421203e-05,1.010000053793192,2023-02-22 01:40:43,59997.06995358796
19,-4.618056118488312e-05,-3.9900004863739014,2023-02-22 01:48:19,59997.07523136574
20,4.641203850042075e-05,4.010000126436353,2023-02-22 01:48:16,59997.07519664352
21,-1.1458338121883571e-05,-0.9900004137307405,2023-02-22 01:51:19,59997.077314699076
22,1.1689815437421203e-05,1.010000053793192,2023-02-22 01:51:19,59997.077314699076
23,-3.460648440523073e-05,-2.990000252611935,2023-02-22 02:11:15,59997.09115729167
24,3.483796172076836e-05,3.0099998926743865,2023-02-22 02:11:13,59997.09113414352
25,-1.1458330845925957e-05,-0.9899997850880027,2023-02-22 02:19:22,59997.09679386574
26,1.1689815437421203e-05,1.010000053793192,2023-02-22 02:19:22,59997.09679386574
27,-3.460648440523073e-05,-2.990000252611935,2023-02-22 02:21:36,59997.098344791666
28,3.483796172076836e-05,3.0099998926743865,2023-02-22 02:21:34,59997.09832164352
29,-1.1458338121883571e-05,-0.9900004137307405,2023-02-22 02:26:28,59997.1017244213
30,1.1689808161463588e-05,1.009999425150454,2023-02-22 02:26:28,59997.1017244213
31,-3.460648440523073e-05,-2.990000252611935,2023-02-22 02:34:34,59997.1073494213
32,3.483796172076836e-05,3.0099998926743865,2023-02-22 02:34:32,59997.10732627315
33,-1.1458330845925957e-05,-0.9899997850880027,2023-02-22 02:39:26,59997.110729050924
34,1.1689815437421203e-05,1.010000053793192,2023-02-22 02:39:26,59997.110729050924
35,-1.1458338121883571e-05,-0.9900004137307405,2023-02-22 02:43:40,59997.11366886574
36,1.1689815437421203e-05,1.010000053793192,2023-02-22 02:43:40,59997.11366886574
37,-3.460648440523073e-05,-2.990000252611935,2023-02-22 02:49:24,59997.11765034722
38,3.483796172076836e-05,3.0099998926743865,2023-02-22 02:49:22,59997.11762719908
39,-1.1458330845925957e-05,-0.9899997850880027,2023-02-22 02:54:16,59997.12102997685
40,1.1689815437421203e-05,1.010000053793192,2023-02-22 02:54:16,59997.12102997685
