# Jump	|	Delta_t [JHD]	 |	Delta_t [s]		|	Gregorian Date|		JHD Date		
1		-1.1458338121883571e-05		-0.9900004137307405	2023-01-22 18:05:30		59966.75383090278
2		1.1689815437421203e-05		1.010000053793192	2023-01-22 18:05:30		59966.75383090278
3		-1.1458330845925957e-05		-0.9899997850880027	2023-01-22 18:07:38		59966.75531238426
4		1.1689815437421203e-05		1.010000053793192	2023-01-22 18:07:38		59966.75531238426
5		-1.1458330845925957e-05		-0.9899997850880027	2023-01-22 18:09:46		59966.75679386574
6		1.1689815437421203e-05		1.010000053793192	2023-01-22 18:09:46		59966.75679386574
7		-1.1458338121883571e-05		-0.9900004137307405	2023-01-22 18:11:54		59966.75827534722
8		1.1689815437421203e-05		1.010000053793192	2023-01-22 18:11:54		59966.75827534722
9		-1.1458330845925957e-05		-0.9899997850880027	2023-01-22 18:14:02		59966.7597568287
10		1.1689815437421203e-05		1.010000053793192	2023-01-22 18:14:02		59966.7597568287
11		-1.1458338121883571e-05		-0.9900004137307405	2023-01-22 18:16:10		59966.76123831019
12		1.1689815437421203e-05		1.010000053793192	2023-01-22 18:16:10		59966.76123831019
13		-4.6180553908925503e-05		-3.9899998577311635	2023-01-22 18:33:45		59966.77344895833
14		4.641203850042075e-05		4.010000126436353	2023-01-22 18:33:42		59966.77341423611
15		-4.6180553908925503e-05		-3.9899998577311635	2023-01-22 18:35:53		59966.77493043982
16		4.641203850042075e-05		4.010000126436353	2023-01-22 18:35:50		59966.77489571759
17		-4.6180553908925503e-05		-3.9899998577311635	2023-01-22 18:38:01		59966.776411921295
18		4.641203850042075e-05		4.010000126436353	2023-01-22 18:37:58		59966.77637719907
19		-4.618056118488312e-05		-3.9900004863739014	2023-01-22 18:40:09		59966.77789340278
20		4.6412031224463135e-05		4.009999497793615	2023-01-22 18:40:06		59966.77785868056
21		-4.6180553908925503e-05		-3.9899998577311635	2023-01-22 18:42:17		59966.77937488426
22		4.641203850042075e-05		4.010000126436353	2023-01-22 18:42:14		59966.77934016204
23		-4.6180553908925503e-05		-3.9899998577311635	2023-01-22 18:44:25		59966.78085636574
24		4.641203850042075e-05		4.010000126436353	2023-01-22 18:44:22		59966.780821643515
25		-4.6180553908925503e-05		-3.9899998577311635	2023-01-22 18:46:33		59966.782337847224
26		4.641203850042075e-05		4.010000126436353	2023-01-22 18:46:30		59966.782303125
27		-4.6180553908925503e-05		-3.9899998577311635	2023-01-22 19:30:22		59966.81276608796
28		4.641203850042075e-05		4.010000126436353	2023-01-22 19:30:19		59966.81273136574
29		-1.1458330845925957e-05		-0.9899997850880027	2023-01-22 20:15:43		59966.844259143516
30		1.1689815437421203e-05		1.010000053793192	2023-01-22 20:15:43		59966.844259143516
31		-1.1458330845925957e-05		-0.9899997850880027	2023-01-22 20:59:10		59966.87443275463
32		1.1689815437421203e-05		1.010000053793192	2023-01-22 20:59:10		59966.87443275463
